513,Leda,2457387.500000000, A.D. 2015-Dec-31 00:00:00.0000, -7.696800356868550E+08,  2.478747978751913E+08,  1.231773209105860E+07, -7.531806361194127E+00, -1.140139254564188E+01, -5.946392704172556E-01,
514,Thebe,50
514,Thebe,4.3e17
514,Thebe,2457387.500000000, A.D. 2015-Dec-31 00:00:00.0000, -7.732012392363594E+08,  2.391584950881960E+08,  1.631027974792215E+07, -8.512469103284218E+00,  1.197761406960456E+01,  1.187393272464085E+00,
515,Adrastea,10
515,Adrastea,2e15
515,Adrastea,2457387.500000000, A.D. 2015-Dec-31 00:00:00.0000, -7.733589807411767E+08,  2.392356796517153E+08,  1.630743058656408E+07, -3.218830398115450E+01,  2.095163878315530E+00,  2.269636193056211E-01,
516,Metis,20
516,Metis,3.6e16
516,Metis,2457387.500000000, A.D. 2015-Dec-31 00:00:00.0000, -7.735207569749576E+08,  2.391939451330436E+08,  1.630351863727957E+07, -2.221935082029109E+01, -3.765012580323079E+01, -1.047474386792574E+00,
517,Callirrhoe,
517,Callirrhoe,
517,Callirrhoe,2457387.500000000, A.D. 2015-Dec-31 00:00:00.0000, -7.757533477368618E+08,  2.278587426806902E+08,  2.299367285060500E+07, -7.586178100176313E+00, -1.101967507861353E+01,  5.401458475863121E-01,
518,Themisto,4
518,Themisto,6.89e14
518,Themisto,2457387.500000000, A.D. 2015-Dec-31 00:00:00.0000, -7.678574556612074E+08,  2.359147411278406E+08,  2.070545156332275E+07, -2.039036005876142E+00, -9.233290327170639E+00, -2.009758557501731E+00,
519,Megaclite,2.7
519,Megaclite,
519,Megaclite,2457387.500000000, A.D. 2015-Dec-31 00:00:00.0000, -7.727990592793595E+08,  2.205484111092857E+08,  2.772639901564865E+07, -6.359930813110262E+00, -1.239290421109216E+01,  6.792512176008962E-01,
520,Taygete,2.5
520,Taygete,
520,Taygete,2457387.500000000, A.D. 2015-Dec-31 00:00:00.0000, -7.570172999956392E+08,  2.219546353938729E+08,  2.159129768683967E+07, -5.097547793694805E+00, -1.379390785857601E+01,  5.516022289507134E-01,
521,Chaldene,1.9
521,Chaldene,
521,Chaldene,2457387.500000000, A.D. 2015-Dec-31 00:00:00.0000, -7.517164675181893E+08,  2.364500480560847E+08,  1.271863064829554E+07, -5.098407965917913E+00, -1.404941667172142E+01, -2.345233176317256E-01,
522,Harpalyke,2
522,Harpalyke,
522,Harpalyke,2457387.500000000, A.D. 2015-Dec-31 00:00:00.0000, -7.753017060065664E+08,  2.214437118584492E+08,  1.681897570790015E+07, -6.355159754245073E+00, -1.170608619569031E+01, -1.474026053712363E+00,
523,Kalyke,2.6
523,Kalyke,
523,Kalyke,2457387.500000000, A.D. 2015-Dec-31 00:00:00.0000, -7.470118165264328E+08,  2.320404046991979E+08,  2.140843130116165E+07, -4.676983021499585E+00, -1.370588504173758E+01, -1.639281785563300E-01,
524,Iocaste,2.6
524,Iocaste,1,9483e14
524,Iocaste,2457387.500000000, A.D. 2015-Dec-31 00:00:00.0000, -7.678625071098330E+08,  2.245011295635577E+08,  2.081231120721827E+07, -6.910579342017570E+00, -1.193943898238183E+01,  1.192442212660276E+00,
525,Erinome,1.6
525,Erinome,
525,Erinome,2457387.500000000, A.D. 2015-Dec-31 00:00:00.0000, -7.616617782206740E+08,  2.627130770620480E+08,  1.170763360756350E+07, -2.559576968036622E+00, -1.309503490671619E+01,  5.575722320798944E-01,
526,Isonoe,
526,Isonoe,
526,Isonoe,2457387.500000000, A.D. 2015-Dec-31 00:00:00.0000, -7.940900609263837E+08,  2.212863910828238E+08,  1.381006607884176E+07, -5.331439802911059E+00, -1.057376886967957E+01,  6.238158792403889E-01,
527,Praxidike,
527,Praxidike,
527,Praxidike,2457387.500000000, A.D. 2015-Dec-31 00:00:00.0000, -7.871147824077669E+08,  2.217144554877140E+08,  2.973539537873444E+07, -5.244679156046113E+00, -1.043867688093112E+01, -9.843620508773698E-02,
528,Autonoe,
528,Autonoe,
528,Autonoe,2457387.500000000, A.D. 2015-Dec-31 00:00:00.0000, -7.895908964205375E+08,  2.509631464973597E+08,  1.282199154339191E+07, -3.443487215158113E+00, -9.514825928402884E+00, -1.044604812932648E+00,
529,Thyone,
529,Thyone,
529,Thyone,2457387.500000000, A.D. 2015-Dec-31 00:00:00.0000, -7.842880815140780E+08,  2.520228068188201E+08,  2.020578225484073E+07, -2.531747289922913E+00, -9.773727305386020E+00, -1.296416078768435E+00,
530,Hermippe,
530,Hermippe,
530,Hermippe,2457387.500000000, A.D. 2015-Dec-31 00:00:00.0000, -7.957091334107801E+08,  2.329928425268974E+08,  1.374475997333421E+07, -4.073044564829941E+00, -9.904544553700983E+00, -9.291221072401563E-01,
531,Aitne,
531,Aitne,
531,Aitne,2457387.500000000, A.D. 2015-Dec-31 00:00:00.0000, -7.903109271579683E+08,  2.570259940276133E+08,  1.011709274760985E+07, -2.999163821038205E+00, -9.974299519865021E+00,  2.556018083735201E-01,
532,Eurydome,
532,Eurydome,
532,Eurydome,2457387.500000000, A.D. 2015-Dec-31 00:00:00.0000, -7.795401996925006E+08,  2.501571071081155E+08,  1.014297913117906E+07, -6.551685965143266E-01, -1.078477090005727E+01, -1.139529364529532E-01,
533,Euanthe,
533,Euanthe,
533,Euanthe,2457387.500000000, A.D. 2015-Dec-31 00:00:00.0000, -7.927176572038743E+08,  2.477562839295917E+08,  2.410872135561253E+07, -3.716693148570247E+00, -9.788614818975857E+00, -8.062495293732974E-01,
534,Euporie,
534,Euporie,
534,Euporie,2457387.500000000, A.D. 2015-Dec-31 00:00:00.0000, -7.640757061146652E+08,  2.517279661203086E+08,  2.421928166642210E+07, -2.315671531132975E+00, -1.389930010451036E+01,  1.017400064035825E+00,
535,Orthosie,
535,Orthosie,
535,Orthosie,2457387.500000000, A.D. 2015-Dec-31 00:00:00.0000, -7.637768798781941E+08,  2.444351841420890E+08,  9.775207568423361E+06, -2.876514097657405E+00, -1.527858287577445E+01, -7.547963964199988E-01,
536,Sponde,
536,Sponde,
536,Sponde,2457387.500000000, A.D. 2015-Dec-31 00:00:00.0000, -7.696578577417372E+08,  2.123324150587771E+08,  1.298460057054326E+06, -5.459109796865256E+00, -1.264508770309058E+01,  3.463563182259932E-02,
537,Kale,
537,Kale,
537,Kale,2457387.500000000, A.D. 2015-Dec-31 00:00:00.0000, -8.004537233731039E+08,  2.419323025801624E+08,  1.174983732020123E+07, -3.567624964319118E+00, -9.973052004951747E+00,  4.939098667456165E-01,
538,Pasithee,
538,Pasithee,
538,Pasithee,2457387.500000000, A.D. 2015-Dec-31 00:00:00.0000, -7.923525626297660E+08,  2.196942473788482E+08,  1.726608982677348E+07, -4.897764017581518E+00, -1.022733865677850E+01, -3.622785975438512E-01,
539,Hegemone,
539,Hegemone,
539,Hegemone,2457387.500000000, A.D. 2015-Dec-31 00:00:00.0000, -7.644768381951412E+08,  2.095781133377126E+08,  2.900373499482124E+07, -5.350960332182508E+00, -1.238613262803768E+01, -1.120929476648413E-02,
540,Mneme,
540,Mneme,
540,Mneme,2457387.500000000, A.D. 2015-Dec-31 00:00:00.0000, -7.796103319721324E+08,  2.210637314893666E+08,  1.835244419278288E+07, -6.369027516871387E+00, -1.192713139896400E+01, -1.062488925861830E+00,
541,Aoede,
541,Aoede,
541,Aoede,2457387.500000000, A.D. 2015-Dec-31 00:00:00.0000, -7.534575933054450E+08,  2.342346155431889E+08,  5.358902704730362E+06, -3.664192469209176E+00, -1.418861349249875E+01, -2.886313403673899E-01,
542,Thelxinoe,
542,Thelxinoe,
542,Thelxinoe,2457387.500000000, A.D. 2015-Dec-31 00:00:00.0000, -7.902728932386284E+08,  2.362063994086803E+08,  2.269042074031046E+07, -4.303446648718284E+00, -9.356414433520936E+00,  1.370447496768159E+00,
543,Arche,
543,Arche,
543,Arche,2457387.500000000, A.D. 2015-Dec-31 00:00:00.0000, -7.820740781514746E+08,  2.553891691961322E+08,  1.162378792624721E+07, -1.761961630988481E+00, -1.021135683649493E+01,  2.139121771745236E-01,
544,Kallichore,
544,Kallichore,
544,Kallichore,2457387.500000000, A.D. 2015-Dec-31 00:00:00.0000, -7.666716842350049E+08,  2.179707565514506E+08,  1.794097678536618E+07, -5.963897557006220E+00, -1.320165739981475E+01, -3.508758365857911E-01,
545,Helike,
545,Helike,
545,Helike,2457387.500000000, A.D. 2015-Dec-31 00:00:00.0000, -7.516194016396165E+08,  2.335022050657787E+08,  2.020360871370476E+07, -4.391410338907645E+00, -1.395629918950921E+01, -6.956852941321596E-01,
546,Carpo,
546,Carpo,
546,Carpo,2457387.500000000, A.D. 2015-Dec-31 00:00:00.0000, -7.620691618238052E+08,  2.436475094149973E+08,  1.809329839991255E+07, -6.074837629532162E+00, -1.044741446231619E+01,  2.759435293635880E+00,
547,Eukelade,
547,Eukelade,
547,Eukelade,2457387.500000000, A.D. 2015-Dec-31 00:00:00.0000, -7.544794747777228E+08,  2.618571545269643E+08,  1.198981069933841E+07, -2.962102990759761E+00, -1.311555471996168E+01, -3.122582518057273E-01,
548,Cyllene,
548,Cyllene,
548,Cyllene,2457387.500000000, A.D. 2015-Dec-31 00:00:00.0000, -7.608514277456033E+08,  2.233729674139479E+08,  1.834350540862796E+07, -4.537378364677438E+00, -1.427428237105578E+01,  1.251081216446184E+00,
549,Kore,
549,Kore,
549,Kore,2457387.500000000, A.D. 2015-Dec-31 00:00:00.0000, -7.528266461082448E+08,  2.287617339402639E+08,  2.982016195172043E+07, -5.388946873040002E+00, -1.325076089231795E+01,  8.804015790621760E-01,
550,Herse,
550,Herse,
550,Herse,2457387.500000000, A.D. 2015-Dec-31 00:00:00.0000, -7.988839718209313E+08,  2.387887702530754E+08,  1.725144979680543E+07, -4.410789465240224E+00, -9.822861553073967E+00, -3.970461641978456E-01,
551,2010J1,
551,2010J1,
551,2010J1,2457387.500000000, A.D. 2015-Dec-31 00:00:00.0000, -7.617140550262116E+08,  2.137572240871339E+08,  2.176338864612144E+07, -5.439943216035152E+00, -1.300425746021846E+01,  5.016466557193935E-01,
552,2010J2,
552,2010J2,
552,2010J2,2457387.500000000, A.D. 2015-Dec-31 00:00:00.0000, -7.922803864707203E+08,  2.254837104969815E+08,  1.308828864577098E+07, -5.263602908413612E+00, -1.051983948038722E+01, -9.964554073454290E-01,
553,Dia,
553,Dia,
553,Dia,2457387.500000000, A.D. 2015-Dec-31 00:00:00.0000, -7.634005714602151E+08,  2.455025523119664E+08,  2.157118354480909E+07, -5.885419083993215E+00, -9.668491616957835E+00, -7.610298514274856E-01,
599,Jupiter,69911
599,Jupiter,1898.13e24
599,Jupiter,2457387.500000000, A.D. 2015-Dec-31 00:00:00.0000, -7.734162356866518E+08,  2.391202074077309E+08,  1.630243024312106E+07, -4.010793457551997E+00, -1.186639471147407E+01,  1.391121750379449E-01,
601,Mimas,198.8
601,Mimas,3.75e19
601,Mimas,2457387.500000000, A.D. 2015-Dec-31 00:00:00.0000, -5.557585322801881E+08, -1.389242544584401E+09,  4.619385933347797E+07, -4.652765771374641E+00,  2.121259609298237E+00, -2.431404866320602E+00,
602,Enceladus,252.3
602,Enceladus,10.805e19
602,Enceladus,2457387.500000000, A.D. 2015-Dec-31 00:00:00.0000, -5.557748897182196E+08, -1.389595242578950E+09,  4.638238119057101E+07,  2.059696601089898E+01, -1.409614415601129E+00, -2.606281289433156E+00,
603,Tethys,536.3
603,Tethys,61.76e19
603,Tethys,2457387.500000000, A.D. 2015-Dec-31 00:00:00.0000, -5.558167739688345E+08, -1.389650431984178E+09,  4.641110696493572E+07,  1.974369763976641E+01, -3.439309731622421E+00, -1.277589358676576E+00,
604,Dione,562.5
604,Dione,109.572e19
604,Dione,2457387.500000000, A.D. 2015-Dec-31 00:00:00.0000, -5.561841862785083E+08, -1.389492180156092E+09,  4.636778777118856E+07,  1.196416925884735E+01, -1.207078898770843E+01,  3.814227057604564E+00,
605,Rhea,764.5
605,Rhea,230.9e19
605,Rhea,2457387.500000000, A.D. 2015-Dec-31 00:00:00.0000, -5.556365101822325E+08, -1.389828823128109E+09,  4.648931391034263E+07,  1.628500083682553E+01, -1.092330332562759E+00, -2.305990736302042E+00,
606,Titan,2575.5
606,Titan,13455.3e19
606,Titan,2457387.500000000, A.D. 2015-Dec-31 00:00:00.0000, -5.555952087568368E+08, -1.390446463689847E+09,  4.680148438057810E+07,  1.392816951078081E+01, -2.722332767380362E+00, -1.278003968145073E+00,
607,Hyperion,133
607,Hyperion,1.08e19
607,Hyperion,2457387.500000000, A.D. 2015-Dec-31 00:00:00.0000, -5.558065306898468E+08, -1.390826968758622E+09,  4.699647125738639E+07,  1.305055542740390E+01, -3.414273613592385E+00, -8.221346376093384E-01,
608,Iapetus,734.5
608,Iapetus,180.59e19
608,Iapetus,2457387.500000000, A.D. 2015-Dec-31 00:00:00.0000, -5.561222591914165E+08, -1.385933264413833E+09,  4.553711945858222E+07,  5.227311232959243E+00, -3.651322736596656E+00,  3.826510362415465E-01,
609,Phoebe,106.6
609,Phoebe,0.8289e19
609,Phoebe,2457387.500000000, A.D. 2015-Dec-31 00:00:00.0000, -5.428318402570481E+08, -1.387959299557024E+09,  4.471472626153964E+07,  8.374164206471987E+00, -5.295007900598093E+00, -2.710439769546722E-01,
610,Janus,97
610,Janus,0.0198e20
610,Janus,2457387.500000000, A.D. 2015-Dec-31 00:00:00.0000, -5.559568239087669E+08, -1.389460235550066E+09,  4.632924240554243E+07,  1.744761458573542E+01, -1.538819187660689E+01,  5.073898554967560E+00,
611,Epimetheus,69
611,Epimetheus,0.0055e20
611,Epimetheus,2457387.500000000, A.D. 2015-Dec-31 00:00:00.0000, -5.557156241855637E+08, -1.389305877189289E+09,  4.622556781885427E+07, -1.665960554008825E+00,  7.438312626374362E+00, -5.179980585742116E+00,
612,Helene,16
612,Helene,0.002547e19
612,Helene,2457387.500000000, A.D. 2015-Dec-31 00:00:00.0000, -5.557849442520106E+08, -1.389722767157005E+09,  4.645155644296592E+07,  1.828230838601233E+01, -2.927241997525180E+00, -1.605841057438544E+00,
613,Telesto,15
613,Telesto,0.0007194e19
613,Telesto,2457387.500000000, A.D. 2015-Dec-31 00:00:00.0000, -5.555699787649425E+08, -1.389513058857611E+09,  4.632464209447926E+07,  1.353033390566270E+01,  5.232294390811952E+00, -5.229349096983866E+00,
614,Calypso,15
614,Calypso,0.0003597e19
614,Calypso,2457387.500000000, A.D. 2015-Dec-31 00:00:00.0000, -5.560757370255601E+08, -1.389525948516529E+09,  4.637150246665943E+07,  1.477098426623495E+01, -1.231183723321218E+01,  3.363514058957579E+00,
615,Atlas,18.5
615,Atlas,5.3e15
615,Atlas,2457387.500000000, A.D. 2015-Dec-31 00:00:00.0000, -5.559694447153476E+08, -1.389390140145621E+09,  4.629373593574810E+07,  9.527087479364369E+00, -1.837576937923143E+01,  7.356067738070683E+00,
616,Prometheus,74
616,Prometheus,0.0014e20
616,Prometheus,2457387.500000000, A.D. 2015-Dec-31 00:00:00.0000, -5.558108975241815E+08, -1.389510400876931E+09,  4.634139870335484E+07,  2.468632721656726E+01, -1.943698984514748E+00, -2.721486499610974E+00,
617,Pandora,55
617,Pandora,0.0013e20
617,Pandora,2457387.500000000, A.D. 2015-Dec-31 00:00:00.0000, -5.557777511434999E+08, -1.389274545090509E+09,  4.621466480266154E+07, -6.657415848927164E+00,  2.687898694722157E+00, -2.128187366569650E+00,
618,Pan,10
618,Pan,
618,Pan,2457387.500000000, A.D. 2015-Dec-31 00:00:00.0000, -5.558378674193063E+08, -1.389505496786208E+09,  4.634143209004217E+07,  2.525710543399882E+01, -4.870294649633196E+00, -1.245043904860904E+00,
619,Ymir,
619,Ymir,
619,Ymir,2457387.500000000, A.D. 2015-Dec-31 00:00:00.0000, -5.628400599770561E+08, -1.375481811450628E+09,  4.817536869791192E+07,  9.831646060056356E+00, -2.501743793031592E+00, -2.991435012175122E-01,
620,Paaliaq,
620,Paaliaq,
620,Paaliaq,2457387.500000000, A.D. 2015-Dec-31 00:00:00.0000, -5.381481421310091E+08, -1.383654357007337E+09,  5.744606900948638E+07,  8.209696988444476E+00, -2.860877529734239E+00,  3.110501563012904E-01,
621,Tarvos,
621,Tarvos,
621,Tarvos,2457387.500000000, A.D. 2015-Dec-31 00:00:00.0000, -5.495127825543721E+08, -1.385732272749354E+09,  4.254154770361573E+07,  7.833539203268860E+00, -1.288725553159902E+00,  8.987119256668203E-01,
622,Ijiraq,
622,Ijiraq,
622,Ijiraq,2457387.500000000, A.D. 2015-Dec-31 00:00:00.0000, -5.574287842534064E+08, -1.393900444042238E+09,  5.152755713805389E+07,  1.069496628561938E+01, -5.115255349540202E+00, -3.640725546419226E-01,
623,Suttungr,
623,Suttungr,
623,Suttungr,2457387.500000000, A.D. 2015-Dec-31 00:00:00.0000, -5.370150538755271E+08, -1.399657169949322E+09,  4.429665593063956E+07,  7.770921048509059E+00, -4.664074728357988E+00, -2.207441893628448E-01,
624,Kiviuq,
624,Kiviuq,
624,Kiviuq,2457387.500000000, A.D. 2015-Dec-31 00:00:00.0000, -5.579295660288006E+08, -1.397850794770953E+09,  3.650374257640857E+07,  9.961775968866194E+00, -3.968614532302383E+00, -2.915351572847229E-01,
625,Mundilfari,
625,Mundilfari,
625,Mundilfari,2457387.500000000, A.D. 2015-Dec-31 00:00:00.0000, -5.354997900427609E+08, -1.398088149672228E+09,  4.985097863924825E+07,  8.111975183566059E+00, -4.716904537225745E+00, -3.561401936449189E-01,
626,Albiorix,
626,Albiorix,
626,Albiorix,2457387.500000000, A.D. 2015-Dec-31 00:00:00.0000, -5.357426849633318E+08, -1.392627558927299E+09,  3.225282603366983E+07,  8.502133969226408E+00, -2.768651723903859E+00, -3.141364764139879E-01,
627,Skathi,
627,Skathi,
627,Skathi,2457387.500000000, A.D. 2015-Dec-31 00:00:00.0000, -5.482421547760160E+08, -1.405381587395425E+09,  4.585772216560000E+07,  7.519905615677876E+00, -4.348476406781839E+00,  4.109636987466647E-01,
628,Erriapus,
628,Erriapus,
628,Erriapus,2457387.500000000, A.D. 2015-Dec-31 00:00:00.0000, -5.596176264863577E+08, -1.413281521446451E+09,  5.838806671026331E+07,  9.117220199266274E+00, -3.839161154165692E+00, -6.698198836522071E-01,
629,Siarnaq,
629,Siarnaq,
629,Siarnaq,2457387.500000000, A.D. 2015-Dec-31 00:00:00.0000, -5.667010195726521E+08, -1.393884103499961E+09,  5.149721284900111E+07,  7.937817823860271E+00, -5.316364342995903E+00, -1.070037106345885E+00,
630,Thrymr,
630,Thrymr,
630,Thrymr,2457387.500000000, A.D. 2015-Dec-31 00:00:00.0000, -5.277903646117003E+08, -1.389942255636698E+09,  4.354147548994094E+07,  8.785305570260928E+00, -4.449002100288093E+00, -3.115006021479292E-01,
631,Narvi,
631,Narvi,
631,Narvi,2457387.500000000, A.D. 2015-Dec-31 00:00:00.0000, -5.519107967380378E+08, -1.400281835974114E+09,  3.576793823890543E+07,  6.954328780525961E+00, -4.318827255048562E+00, -7.041589095030125E-01,
632,Methone,
632,Methone,
632,Methone,2457387.500000000, A.D. 2015-Dec-31 00:00:00.0000, -5.556436629762851E+08, -1.389431752159822E+09,  4.628392977380931E+07,  1.141436484068709E+01,  8.374047568045720E+00, -6.845823639130868E+00,
633,Pallene,
633,Pallene,
633,Pallene,2457387.500000000, A.D. 2015-Dec-31 00:00:00.0000, -5.559048091869054E+08, -1.389561234273220E+09,  4.637668409696203E+07,  2.100173558867662E+01, -8.145904481391291E+00,  8.435896542140990E-01,
634,Polydeuces,
634,Polydeuces,
634,Polydeuces,2457387.500000000, A.D. 2015-Dec-31 00:00:00.0000, -5.561891541578195E+08, -1.389254139198555E+09,  4.624509912919027E+07,  5.117896047275794E+00, -1.174895157662089E+01,  4.306359085411921E+00,
635,Daphnis,
635,Daphnis,
635,Daphnis,2457387.500000000, A.D. 2015-Dec-31 00:00:00.0000, -5.558923814695011E+08, -1.389276455568161E+09,  4.622669175450647E+07, -6.520727015553181E+00, -9.519423618923311E+00,  4.267644756011056E+00,
636,Aegir,
636,Aegir,
636,Aegir,2457387.500000000, A.D. 2015-Dec-31 00:00:00.0000, -5.785231907377070E+08, -1.383298673241921E+09,  4.946426191915762E+07,  8.492693748720265E+00, -2.484965268121316E+00, -4.007337561688140E-02,
637,Bebhionn,
637,Bebhionn,
637,Bebhionn,2457387.500000000, A.D. 2015-Dec-31 00:00:00.0000, -5.344705346524395E+08, -1.380932435546478E+09,  4.165155371277863E+07,  8.222100292408539E+00, -2.889286065874437E+00, -9.325294733399786E-01,
638,Bergelmir,
638,Bergelmir,
638,Bergelmir,2457387.500000000, A.D. 2015-Dec-31 00:00:00.0000, -5.745936223034483E+08, -1.397511868089559E+09,  4.885171127531153E+07,  8.106792528739556E+00, -2.430506487107029E+00,  1.701897670461687E-01,
639,Bestla,
639,Bestla,
639,Bestla,2457387.500000000, A.D. 2015-Dec-31 00:00:00.0000, -5.615294203918668E+08, -1.378880205894660E+09,  4.294637837283564E+07,  9.315012075224962E+00, -2.194659315619795E+00, -1.480575689284839E+00,
640,Farbauti,
640,Farbauti,
640,Farbauti,2457387.500000000, A.D. 2015-Dec-31 00:00:00.0000, -5.508295109171295E+08, -1.373286646909253E+09,  5.364734876940459E+07,  9.917954130918812E+00, -3.816791217929505E+00, -6.210119068429609E-02,
641,Fenrir,
641,Fenrir,
641,Fenrir,2457387.500000000, A.D. 2015-Dec-31 00:00:00.0000, -5.596921253180308E+08, -1.370428506349135E+09,  4.914424552568942E+07,  9.832299308201637E+00, -3.265780750150986E+00, -6.237259989349249E-01,
642,Fornjot,
642,Fornjot,
642,Fornjot,2457387.500000000, A.D. 2015-Dec-31 00:00:00.0000, -5.689355292729961E+08, -1.362166573239470E+09,  4.741948073504519E+07,  9.337761197356977E+00, -3.245543565369623E+00, -4.865981267865309E-01,
643,Hati,
643,Hati,
643,Hati,2457387.500000000, A.D. 2015-Dec-31 00:00:00.0000, -5.670847933269135E+08, -1.399533246110716E+09,  5.083822202290410E+07,  6.938511000361111E+00, -2.827166343666146E+00, -2.540376140663768E-01,
644,Hyrrokkin,
644,Hyrrokkin,
644,Hyrrokkin,2457387.500000000, A.D. 2015-Dec-31 00:00:00.0000, -5.487637323483690E+08, -1.377253319091896E+09,  4.642910071819454E+07,  1.010503618022479E+01, -3.811979445173314E+00,  4.588971832967421E-01,
645,Kari,
645,Kari,
